Survey_type,StudentID,Duration,Q1_1,Q1_2,Q1_score,Q2_1,Q2_2,Q2_score,Q3_1,Q3_2,Q3_score,Q4_1,Q4_2,Q4_score,Q5_1,Q5_2,Q5_score,Q6_1,Q6_2,Q6_score,Q1_1_n,Q2_1_n,Q3_1_n,Q4_1_n,Q5_1_n,Q6_1_n,CRT_1,CRT_2,CRT_3,CRT_1_knew,CRT_2_knew,CRT_3_knew,Age,Gender,Education
クラウドワークス,payapaya,898,いいえ,非喫煙者の統計数が少ない割に肺疾患あり者が多い,2,反対,暴力を含む描写のゲームをどれくらいしていたか、それ以外のゲームをどれくらいしていたかがわからないので参考にならない,3,反対,交通量の増加以前より河川の汚染が始まっているので,0,賛成,出生数減少に加え、死亡数が増加傾向にあるので,1,反対,直近２年間の増加傾向とか関係なくパトロールは増やすべき,0,いいえ,活動的な生活の人がゼロではないから,2,0,0,0,1,0,0,50,1,47,知らなかった,知らなかった,知らなかった,45,男,大学(学部)
クラウドワークス,sgawarat,1015,いいえ,割合が同じなのでこの表からは言えない,4,反対,詳細不明で関連性が読み取れない,2,反対,工業化が進んでいるだけで都市化しているかはわからないと思うため,3,反対,ここからは今いる子供の数がわからないので判断できない,3,反対,件数の微増だけでは判断できないと思うため,3,いいえ,サンプル数が少なく条件設定が不明なので判断できない,2,0,0,0,0,0,0,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,34,男,大学(学部)
クラウドワークス,masoran,825,はい,受動喫煙ということも含めるとトータルで肺疾患の数が多いので喫煙に起因していると思う,1,反対,グラフを見る限りは大体どの時間帯にも暴力を振るう割合は変わらない気がするので,1,反対,車の交通量と河川の汚染だけで都市化に結びつけるのは極端すぎると思う（車が通り過ぎるだけということもありうるのでそこに住んでいるとは限らない）,3,反対,死亡数がどのくらいの子供を含むかはこのグラフでは分からないので子供がいないと言う結論に結びつけることはできない,4,賛成,数年の間増えたり減ったりしているものの数は過去よりも増えているのでパトロールを増やすのには賛成である,1,はい,サンプルが少ないのではっきり言えないが活動的な生活を送っているとアレルギーが少ないのと非活動的な生活をしている人のアレルギー率の高さを考えると非活動的な生活は皮膚アレルギーを引き起こしやすいのではないだろうか,1,1,0,0,0,1,1,50,5,47,答えを知っていた,知らなかった,知らなかった,45,女,大学(学部)
クラウドワークス,momohana0829,439,はい,実際に自分の周りにいる喫煙者は肺疾患がある人が多いからです,0,賛成,ゲームをすると現実がわからなくなり、暴力をふるう事が悪い事なのかわからなくなると思います,0,賛成,交通量が増えたという事はそこに住む人が増えたと言えるからです,0,反対,このデータだけでは、今現在の子供の数が正確に把握する事ができないので反対です,3,賛成,パトロールの人数を増やせば、それだけ犯罪を防げる確率が上がるからです,0,はい,活動が少ないと体がつくられずさまざまな病気を引き起こすからです,0,1,1,1,0,1,1,100,5,24,知らなかった,答えを知っていた,知らなかった,77,女,高等学校
クラウドワークス,yasijyusu,587,いいえ,人数を同じにして比較しないとわからない,2,反対,遊ばない人でも普通に暴力をふるっているとデータにでているため。少ない多いではなく、暴力をふるったことがあるかないかで調べた方がいいと思う,2,反対,交通量が増えて汚染が進んでいるだけで都市化しているとは限らないから,2,賛成,死亡数が出生数を超えてしまっており減る一方だから,1,賛成,予防が大事だから。並行して増加の理由も分析した方がいいと思う,1,いいえ,活動的な生活が何を指すかわからないため,2,0,0,0,1,1,0,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,35,男,短期大学
クラウドワークス,crowking,1133,はい,喫煙者の方が比較的多いことから,1,賛成,データから。よくわからない,0,賛成,交通量から人口が増加していることがわかるので,0,賛成,出生数の平均が下落の傾向にあるので,0,賛成,犯罪が減るのに越したことはないので,0,はい,データに明確な差があるため,0,1,1,1,1,1,1,50,5,24,答えを知っていた,答えを知っていた,答えを知っていた,46,男,大学(学部)
クラウドワークス,arka1547,589,いいえ,分母が違うので何とも言えない,2,賛成,時間とともに増加しているから,1,反対,都市化が進んでいるかどうかまではわからない,2,反対,出生数より死亡数が上回っているが、十分な数がどのくらいかはわからないから,2,賛成,件数は緩やかに上昇しているが、パトロールを増やすのは良いことだと思う,1,はい,圧倒的に数値が高いから,0,0,1,0,0,1,1,50,5,47,知らなかった,知らなかった,知らなかった,49,女,その他
クラウドワークス,きちゆう,686,はい,喫煙者の方が多く起因している。,0,賛成,多いも中の上の数も多いから。,1,賛成,どちらも年々増え、その分都市化も進んでいるから。,1,賛成,死亡数が多く出生数が低くなってるから。,1,賛成,増加してるので主張に賛成。,1,はい,数が多いので、少なくても引き起こす要因になっている。,0,1,1,1,1,1,1,100,10,24,知らなかった,知らなかった,知らなかった,37,男,中学校
クラウドワークス,nor172,736,いいえ,非喫煙者であっても肺疾患の患者がいるので。,2,反対,ゲーム時間の長さよりも、ゲームで遊ぶか・遊ばないかという点が重要だと思うので。,2,反対,交通量の増加は影響していると思うが、河川の汚染状況は都市化の他にも原因が考えられると思う。,3,反対,1960年代が大変多かったというだけで、70年代以降は大きな増減が無いので。,2,反対,直近5年間、大きく増加していることもなく、また、減少している年もあるので。,2,いいえ,非活動的な生活と皮膚アレルギーの因果関係があまり考えられないため。,3,0,0,0,0,0,0,100,5,4,知らなかった,知らなかった,知らなかった,49,女,大学(学部)
クラウドワークス,uta_s,693,いいえ,肺疾患がない人においても喫煙者の割合が多いため,2,賛成,データに明らかな相関があり、因果の逆転は考えにくいから,1,反対,都市化の定義があいまいで判断できない,2,反対,出生数の減少、死亡数の増加がグラフからは断定できないから,1,反対,増加数値は例年の犯罪件数の誤差の範疇であるから,2,いいえ,皮膚アレルギーが非活動的な生活を引き起こしている可能性があるから,4,0,1,0,0,0,0,50,5,47,知らなかった,知らなかった,知らなかった,41,男,大学院(修士)
クラウドワークス,pukuripo,895,いいえ,非喫煙者でも多くの肺疾患患者が存在していることを考えると、喫煙だけでなく大気汚染など他の要因も考えられると思いました。,3,反対,暴力はテレビゲームが起因しているとは断言できず、家庭内でテレビゲーム以外の原因がある可能性も少なからずありそうです。ですのでこの意見には反対です。,4,賛成,交通量の増加と河川における環境負荷の増大は人口が密集している証拠だと思いました。 よって都市化が進んでいると思います。,1,賛成,60年代と比較すると大きく減っていますし出生数より死亡数の方が多いことを考えても、子供の数は十分ではないと思います。また、グラフからこれから先も減り続けていくと思います。,1,賛成,直近2006年の538件という数字が最も高いので、その傾向が今後続くと危険だと判断しました。,1,はい,活動的であるほどアレルギーなしの人が多いことが顕著なので、この意見に賛成です。非活動的な人はずっと家にいて、ハウスダストの影響を受けているかも知れません。,1,0,0,1,1,1,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,46,男,大学(学部)
クラウドワークス,hayate1144308,938,いいえ,明確な差がない。データが少ない。,3,反対,直接的な要因があると思えないため,3,反対,関係性が不明なため,2,賛成,人口が減っているため,0,反対,増え幅が誤差なため　,2,いいえ,データが少ない。,2,0,0,0,1,0,0,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,31,男,大学(学部)
クラウドワークス,tapdancemisei,1173,いいえ,断定できるほど数値に差異がない,2,賛成,グラフにきれいに反映されているから,1,反対,都市化とは何を指すのかよくわからないから,3,反対,グラフからは子供の数が読み取れないから,3,反対,数％しか増えていなから,2,いいえ,数字の単位が何を指し示しているのか分からない,2,0,1,0,0,0,0,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,40,男,大学(学部)
クラウドワークス,conicomi,1259,いいえ,喫煙者と非喫煙者の割合によって違うから,2,反対,ゲーム時間ではなくて性格の問題だと思うから,1,賛成,車走行数の明らかな増加は都市化で人口が増えているからだと思う,0,賛成,死亡数が上回っている期間が長いから,1,反対,他の年と比べると件数が大して増えていないから,2,はい,明確な違が見られるから,0,0,0,1,1,0,1,100,5,47,知らなかった,知らなかった,知らなかった,50,男,高等学校
クラウドワークス,kouhei2014024,1068,いいえ,非喫煙者の人でも肺疾患がある人が60％もいるので、このデータを見る限りでは、肺疾患は喫煙に起因しているとは言い難いから。,3,賛成,このデータから、ゲームを4時間以上している人は、ゲームをしていない人に比べて約3.5倍も暴力を振るっている人がいるので、ゲームと暴力との何らかの関係性がありそうだから。,1,賛成,年々車の走行数が増えているということは人口が増えたという根拠になるから。また、河川も徐々に汚染されていっているということは、人間の行動が活発化してきたと言えるから。,1,賛成,ドイツの子供の出生数がやや右肩下がりになっており、年々子供の数が減ってきているから。,1,反対,犯罪数は確かに増加していますが、まだ増加率は低く、今すぐにパトロールの人数を増やす必要性はないと感じたから。,2,いいえ,データをとった人数が15人ずつと少なく、論理的に証明するだけの十分なデータが集まっているとは言えないから。仮に十分なデータが集まったとしても、医学的な根拠がない以上、因果関係が証明できるわけではないので、断定することは出来ないから。,4,0,1,1,1,0,0,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,31,男,高等学校
クラウドワークス,hujikita,1082,いいえ,分母比率を揃えて考えた時に喫煙者と非喫煙者での差がないから。,4,賛成,この調査結果のデータが正しいものなら、そうなのだろうと思う。,1,賛成,交通量も河川の汚染も人が増えた結果だと思うから。,1,反対,緩やかな現象は続けているがまだ子どもがいないと言えるほどではない。,2,反対,過去数年分のデータを見ると、決して犯罪が増えているとは言えないから。,2,はい,調査数が少なすぎるのは気になるが、少ない母数でもはっきりと差が現れているから。,2,0,1,1,0,0,1,100,5,47,知らなかった,知らなかった,知らなかった,45,女,高等学校
クラウドワークス,Ta-maki1215,985,いいえ,喫煙者、非喫煙者とも、肺疾患ありと無の割合が３：２で、喫煙が肺疾患の原因になっているとは判断できないデータだから。判断できない,4,賛成,ゲームに没頭すると、それだけをやっていたくなるような中毒的な状態に陥って、家族に注意されるとカッとなる経験が自分にあった為。,0,反対,車が走行する量が増えたからといって、その土地が都市化が進んだとは限らない。 最近都市化が進んだ他の二つの地域の間を行き来するのに便利な道路があるだけかも知れないから。,3,賛成,ゆるやかではあるが、出生数は少しずつ減少をしているから。,0,反対,増加したとはいっても誤差の範囲といえない事もないくらいの増加だし、表を見ると毎年20件から30件くらいの増減を繰り返しているので、特別増えたとは思わない。,2,いいえ,皮膚アレルギーがあるから活動的でない生活になるんだと思う。肌を人目にさらしたくない人が多かったり、外での活動のダメージからアレルギーを悪化させる恐れがあるため。,4,0,1,0,1,0,0,100,5,47,答えを知っていた,答えを知っていた,知らなかった,47,女,専門学校(2年制)
クラウドワークス,鈴りんご,1047,いいえ,合計母数がそれぞれ違いますが、非喫煙者でも半数以上の肺疾患の人がおり、喫煙によっての差はあまりないと感じます。,2,賛成,テレビゲームだけが暴力の原因とは言わないが、テレビゲームーで遊ぶ時間が長くなればなるほど、暴力行為の件数が伸びていることは確かだから。,2,賛成,交通量が増え、汚染水の浄化が間に合わない状態であることが目に見えており、それだけ住む人が１０年の間で増えたことが考えられるから。,1,反対,ここ数年の出生率は増加傾向にあり、死亡数も大幅に増加しているのが見受けられるから。 死亡しているのが主に高齢者だと考えると、高齢者の人口が極端に多いとも考えにくいから。,4,反対,２００５年と２００６年の比較で犯罪が増えたことは確かだが、長い目で見ると必ずしも犯罪増加の傾向が表れている訳ではないから。 また、上のグラフは少々盛りすぎではないかと感じてしまいます。,3,いいえ,「活動的な生活」と「非活動的な生活」の基準があいまいであり、どのようにでも作れるデータのように思えてしまうので、信ぴょう性に欠けている。,2,0,1,1,0,0,0,100,100,24,知らなかった,知らなかった,知らなかった,28,女,高等学校
クラウドワークス,tkiharatk1230197,803,いいえ,サンプル数を同数にしてでなければ、判断しくいためです。 非喫煙者のサンプル数を50件増やして、喫煙者と同数で比較しないと、 「はい」という回答をすることができない。,2,反対,サンプル数が不明であり、一概にこの内容だけで判断することはできないため。,2,反対,河川の汚染が増えている理由で都市化が進んでいると言い切れないため。 河川の汚染が交通量が増えていることとの因果関係が見えず、 それを都市化がされているという結果に繋がらないと思われます。,2,賛成,出生数が低下傾向あるためです。 子供の数が減っている事実になるため、賛成の意見となります。,1,賛成,年々、増加傾向にあるためです。 パトロールの人数を増やすことも納得できます。,1,はい,活動的、非活動敵のサンプル数がほぼ同値であり、信頼性を感じる内容であるためです。 ,1,0,0,0,1,1,1,100,100,24,知らなかった,知らなかった,知らなかった,43,男,大学院(修士)
クラウドワークス,azumicblue13,1213,いいえ,「肺疾患あり」：「肺疾患なし」の比率が喫煙者も非喫煙者も同じなので喫煙に起因しているとは一概に言えない,4,反対,「暴力を振るうことにつながる可能性が高くなる」だけ。ゲームが暴力的な物ばかりではないのでゲーム時間と暴力とはイコールにはならないと考えました,3,賛成,交通量の増加だけなら通る人が増えているだけかもしれないが河川の汚染を考えると確実にそこで生活している人が増えている＝都市化が進んでいると考えても間違いではないと思ったから,3,反対,「十分な数」の定義が分からないので。,2,賛成,数字にすると大した件数の増加には見えないが、検挙されていないだけで水面下では犯罪予備軍のような事柄も増えていると考えられるので,2,はい,活動的な生活より非活動的な生活の方が「皮膚アレルギーあり」の数値が高いので,1,0,0,1,0,1,1,100,5,47,知らなかった,知らなかった,知らなかった,50,女,専門学校(2年制)
クラウドワークス,SOLARS5,1170,いいえ,喫煙者も非喫煙者も肺疾患ありの人数が肺疾患なしの人数の1.5倍となり、合計に占める割合が変わらないため。,4,賛成,テレビゲームを遊ばない人と4時間以上遊ぶ人で暴力経験に3.5倍の差が出ているため、影響は少なからずあると考えます。,1,賛成,都市化の定義が曖昧ですが、人口の増加等も該当するとすると、交通量の増加やPCB濃度の上昇は都市化が進んでいることを示すと捉えられると考えます。,2,反対,死亡数が増加しているが、その内に占める子どもの割合がわからないため。,3,反対,棒グラフの絵だけ見ると倍になっているかのような印象を受けますが、下の表では7年間平均だと520件で2006年はそれより3%多い程度の数値のため、そこまでの対応は不要と考えます。,2,はい,非活動的な生活をしている人の内に占める皮膚のアレルギーありとなる人が多く、逆に活動的な生活をしている人の内に占める皮膚のアレルギーありとなる人が少ないため。,1,0,1,1,0,0,1,50,5,47,知らなかった,知らなかった,知らなかった,44,男,大学(学部)
クラウドワークス,crotsu,240,いいえ,割合で見たら変わらないから,4,賛成,時間が長くなればなるほど多いから,1,賛成,交通量が増えているから,0,賛成,死亡数の方が多いから,1,反対,グラフで見るほど急激に増えていないから,2,はい,皮膚のアレルギーありのひとが非活動的な生活で逆もそういえるから,1,0,1,1,1,0,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,54,女,高等学校
クラウドワークス,momiji_cw,1297,いいえ,喫煙者と非喫煙者の人数に差があるので、データが分かりにくい。,2,賛成,グラフ情報を読むと、確かに関係があるように見えてくるので。,1,賛成,何をもって都市化とするのか曖昧な感じもするが、交通量と汚染濃度が右肩上がりであるのは、漠然とではあるが都市化をイメージさせる。,2,反対,出生数が死亡数を下回っていて人口減になっていそうなのはこのデータからも察せられるが、何をもって十分とするのかが分からないので。,2,賛成,グラフの大きさにやや作為的なものを感じるものの、犯罪件数が増えているのは事実なので。,1,いいえ,皮膚のアレルギーがあるため非活動的な生活になるというケースも考えられ、それを否定できる情報がここにはないため。,4,0,1,1,0,1,0,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,38,男,大学(学部)
クラウドワークス,monchii,1241,いいえ,喫煙だけではないと思います。非喫煙者も肺疾患の確率が高いからです。,2,賛成,ゲーム時間が長いほど暴力経験の確率が高いからです。,1,賛成,都市化が進むと色々な有害物質が増えるからです。,0,賛成,出生数が減少していることは明らかだからです。,0,賛成,犯罪件数が増加しているので、パトロール人数を増やすことはいいと思うからです。,1,はい,非活動的な生活が皮膚のアレルギーを引き起こすと思います。例えば、風呂とかに入らず菌とかが増殖するからです。,0,0,1,1,1,1,1,100,20,24,知らなかった,知らなかった,知らなかった,53,女,高等学校
クラウドワークス,leimond,426,はい,喫煙者の方が非喫煙者よりも1.5倍の肺疾患があるから,1,賛成,テレビゲームの時間が多いと暴力件数が増えているから,1,賛成,交通量が増え、河川の汚染が進んでいるから,1,反対,このデータだけでは子どもの数がわからないから,3,賛成,犯罪件数が増えているから,1,はい,非活動的な生活を送っている人の皮膚のアレルギーが多いから,1,1,1,1,0,1,1,100,5,47,知らなかった,知らなかった,知らなかった,49,女,大学(学部)
クラウドワークス,kokoro999,1250,いいえ,肺疾患ありと肺疾患なしの差が喫煙者と非喫煙者ともにあまり差異がないと判断したためです。 ,2,賛成,ゲーム時間が長いほど赤い色の暴力の指標が4倍近く多くなっているため、暴力につながると判断しました？,1,賛成,交通量の推移が上がるとともに自動車に乗る人が増えているので都市化が進んでいると思いました。河川の汚染との関連は判断できませんでした。,1,反対,出生数と死亡数の推移だけでは判断するのは困難だと思いました。,3,反対,犯罪件数が過去と比べてあまり変化がないため必要ないと判断しました。,2,はい,非活動的な生活の方が大きく差が開いているので、アレルギー傾向があると判断しました。,1,0,1,1,0,0,1,100,100,24,知らなかった,知らなかった,知らなかった,38,男,大学(学部)
クラウドワークス,a_ban,1364,いいえ,疾患ありの率は喫煙有無でかわらないから。,4,反対,母集団もサンプル数もわからないのでなんとも言えない。因果関係もわからない。,3,反対,交通量は通過地点、PCB量に上流に発生源がある可能性もあり、一概に都市化が進んでいるとはいえない。,4,反対,充分な数とは何を指すのかわからない。出生数は減っているがそれ以上に死亡者数も上がっているんで、バランスは容易かもしれない。死亡数は年齢別でないので明確には言えない。,4,反対,縦軸のスケールが小さすぎて、データが誇張されている。下の表を見るとあまり傾向性はないと思う。,2,はい,活動的な生活は、外界の多くの環境に触れるので、自然の中の物質への耐性が上がることは考えられると思う。,0,0,0,0,0,0,1,50,5,47,知らなかった,知らなかった,答えを知っていた,67,男,大学院(修士)
クラウドワークス,DorianGray,1308,いいえ,喫煙者、非喫煙者ともに肺疾患ありの割合が同じだから。,4,賛成,テレビゲームで遊ぶ時間が長くなるほど暴力経験が多くなっているので正しいと思うから。,1,賛成,交通量が増加しているということは、それだけ多くの人が行き交っているということなので、都市化が進んでいるということだと思うから。,0,反対,何をもって十分な数と言っているのかが不明だし、死亡数の中には高齢者も子供も含まれているので、国民の何割が子供かがこのグラフからは読み取れないので賛成はしかねるから。,4,賛成,「市内のパトロールの?数を増やすべきである。」には賛成だが、「直近2年間で犯罪数が増加している。」には反対なので回答が難しい。グラフでは誇張されているが、過去7年間の犯罪件数は横ばい傾向だと思う。,2,はい,活動的な生活をしている人の方が非活動的な生活をしている人に比べてアレルギーになる傾向が圧倒的に低いから。,1,0,1,1,0,1,1,50,5,47,知らなかった,知らなかった,知らなかった,35,女,大学(学部)
クラウドワークス,sekiseiinkochan,488,はい,起因しています。吸う人も、そばで副流煙吸う人も害です。,0,反対,暴力はその人の家庭環境のせいであるのが大多数だから、関係ないです。,1,賛成,人口がそこに増え、利便性になった証だと思います。,1,反対,日本、韓国、中国に比べれば、大幅にマシだからです。,0,賛成,警察官の数を増やすならば反対する理由がなく賛成です、ただし、希望しない一般市民が交代制で拒否権なくさせられるならば反対です。一般,0,いいえ,遺伝が大半だと思うから、関係ないと私は思います。,1,1,0,1,0,1,0,100,100,24,知らなかった,知らなかった,知らなかった,36,女,大学(学部)
クラウドワークス,e1w9（えり）,477,いいえ,遺伝の可能性を無視できないから,1,賛成,アクションゲーム等を介し、キャラクターを通じて暴力をふるうことに慣れるとリアルの生活でもそう言う事に抵抗を覚えなくなる可能性はあるのかもしれないと思うから,0,賛成,グラフに現れているように、～2000年まで順調に交通量が増えているため,0,賛成,ドイツも日本同様に少子化が進んでいるため,0,賛成,犯罪件数が増えている以上、放置はできないため,1,いいえ,活動的になり、なおかつ土や泥等を使って遊んだことが子供の頃からあれば免疫が形成されるためされるため,0,0,1,1,1,1,0,100,1,24,知らなかった,知らなかった,知らなかった,32,女,高等学校
クラウドワークス,kane98yuki,699,はい,喫煙者の方が肺疾患が多いから,1,反対,暴力に繋がっていない割合も相当程度あると思うから,2,賛成,明らかに環境に悪影響の量が増えているから,1,賛成,出生数が死亡数を下回っているから,1,反対,毎年の数字がほぼ一定だから,2,はい,アレルギーありのほうがずば抜けて多いから,1,1,0,1,1,0,1,50,5,47,知らなかった,知らなかった,知らなかった,25,男,大学(学部)
クラウドワークス,kmkgreen511,1336,はい,喫煙者はもちろん非喫煙者でも受動喫煙により肺疾患がある場合が多いと思うので肺疾患は喫煙に大いに起因するものであると考えるから。,0,賛成,テレビゲームを４時間以上していた場合の方が全く遊ばない場合と比較して４倍近く暴力をふるった経験がある数値から「テレビゲームで長く遊ぶと暴力をふるうことにつながる」という考えに賛成できる。,1,賛成,車走行数の増加と車の排気量による河川の汚染濃度が高まっている事から都市化している現象だと思われる。,1,反対,1970頃からのグラフの推移が出生率と死亡率が同じように推移している事から十分な数の子供がいないという意見が出ていると思うが、「十分な数の子供」の定義がわからないのでこの主張には反対。,2,賛成,犯罪件数が右肩上がりに上昇しているわけではないが２０００年から２００６年までの推移が増加傾向にあるのでより一層のパトロールが必要だと思われる。,1,はい,非活動的な生活の方が活動的な生活に比べて７倍近く皮膚アレルギーがあるという数値だから。,1,1,1,1,0,1,1,100,5,47,知らなかった,答えを知っていた,答えを知っていた,61,女,大学(学部)
クラウドワークス,uzuramania1020,1164,いいえ,率としては変わらない気がする。,3,反対,これは「暴力とテレビゲーム」のみに特化した調査であり、ほかの事項（勉強時間とか）で調べてみると同様の結果になるかもしれないから。,4,反対,「都市化」の定義がわからない・あいまいだから,2,賛成,出生数が死亡数を下回っているし、出生数が減少しているので,1,反対,上の棒グラフをみるとすごく増加したように見えるが、年の移り変わりをみるとそこまで特別でもない,2,いいえ,データ数が少なすぎる。項目が特化しすぎている。他の項目との比較もいる,3,0,0,0,1,0,0,50,100,36,知らなかった,知らなかった,知らなかった,56,女,大学(学部)
クラウドワークス,s.okamoto16,499,いいえ,数値的に根拠が全くないから,1,反対,他の環境との組み合わせや母数が表示されていなくてわからないから,3,賛成,環境汚染に対する影響は大いにあると思うから,1,賛成,間違ってはないと思うから,0,反対,そこまで大差がないと思うから,2,はい,数字が示しているから,0,0,0,1,1,0,1,100,5,47,知らなかった,知らなかった,知らなかった,32,男,高等学校
クラウドワークス,mac51,1230,いいえ,喫煙者でも非喫煙者でも、肺疾患の割合にそんなに差はないので。,3,賛成,データから、遊ぶ時間が長くなるに連れ、明らかに暴力経験の割合が増えて行っているので。,1,反対,このデータからは、都市化が進んでいるかどうかわかる根拠はないので。,2,反対,死亡数が増えていても、子供が少ないとは言えないし、出生数は50年前とそんなに変わりがないので。,3,反対,２年間で増えていても、その前の５年間の統計では増えているとは言えないので。,2,はい,被験者数は少ないが、明らかに数字に違いがあるので。,1,0,1,0,0,0,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,61,男,高等学校
クラウドワークス,ultimateBlue ,734,はい,非喫煙者の方が肺の疾患が少ない,1,賛成,グラフからテレビゲームの遊ぶ時間が多いほど暴力経験が多いから,1,賛成,人が増えたことでごみの排出量が増えて生活用水が川に流れているから,0,賛成,出生率が毎年、低下している,1,賛成,犯罪件数が増えるのは明白なので警察の市内パトロールを強化した方が良い,0,はい,表を見る限りアレルギーを起こすと思う,0,1,1,1,1,1,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,45,男,専門学校(2年制)
クラウドワークス,aimar218,1214,いいえ,もう少し人数が欲しいこのデータだけでは喫煙者でも疾患なしの人が多いのでどちらともいえない対象人数が増えれば考えは変わりそう,2,反対,テレビゲームをすることでストレス発散になり暴力につながることは無い そもそもゲームと暴力が関係するとは思えない,1,賛成,人口が増えれば河川も汚染しやすく交通量も増加しているので都市化が進んでいると思う,1,賛成,死亡数に対して出生数が少ないので賛成,1,反対,グラフで見れば増えているように見えるが件数自体20程度増えているだけなのでもう少し様子見をするべき,2,はい,このデータでは5倍近くの差が出ているので賛成,1,0,0,1,1,0,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,39,男,専門学校(2年制)
クラウドワークス,sirokurousagi,1010,いいえ,数のみ確認すると喫煙者の肺疾患者が多い様に感じるか、人数に対する割合として確認するとどちらも同じ比率となるため喫煙に起因しているとは言えない,4,反対,割合の%しか数がしめされていないので、それぞれどの程度の人数なのか同じ数での比較なのか等のデータが無いため単純比較ができないと思うから,2,賛成,車を使う率増加と汚染状況から人口比率が上がり、昔の田舎暮らしが無くなっていることは確かなため都市化していると言えると思う,1,反対,出生数を死亡者数が上回っているが死亡者の年齢層がわからなく総人口における子供の比率の比較がわからないため一概には言えない,3,反対,犯罪の内容が期日されていないため、実態が良くわからないことと、2000年からの件数の推移を確認すると、増えているとは一概に言いがたいため,4,はい,非活動的な生活を行っている際のアレルギーありの数と、活動的な生活を怒っている際のアレルギーありの数が逆転しているから,1,0,0,1,0,0,1,50,5,47,知らなかった,知らなかった,知らなかった,49,女,短期大学
クラウドワークス,原田実來,1413,はい,非喫煙者より喫煙者の方が肺疾患の数が多いからです。,1,賛成,ゲームばかりさせている家庭には問題が起こりやすいというデータだと思いました。,3,賛成,河川の汚染状況と交通量の増加具合を見ても明らかに都市化が進み住む人の数が増えているからです。,1,賛成,過去20年のグラフを見て、死亡数が出生数を上回り人口減少が続いているからです。,1,反対,過去2000年から2006年までの犯罪件数の平均値をざっと見ると、急に犯罪件数が増えているわけでは無いからです。,2,はい,非活動的な生活を送る人の皮膚アレルギーの数が桁違いに多いからです。,1,1,1,1,1,0,1,100,60,36,知らなかった,知らなかった,知らなかった,46,女,高等学校
クラウドワークス,Name Naoki,1101,いいえ,250人の調査では、必ずしもそうとは言えないと思う。さらに言えば、肺疾患なしの喫煙者150人中の60人と非喫煙者100人中の40人ではどちらも40%で割合が同じだから。肺疾患ありに関しても同様のことが言える。,4,賛成,テレビゲームに没頭する時間が多いということは、それだけ親子の会話が少ないという傾向があると思うから,1,反対,河川の汚染は、交通量ではなく、工場排水や生活排水によるところが大きいと思うから。,1,反対,死亡数が上回ってるからと言って、子供の数が少ないとはいえない。死亡数の多くはおそらく高齢者なので、高齢者が減れば相対的に若者の割合が多くなり、実感としては子供が多く感じる事もあるから。,4,反対,2年だけを見て、今後も増加することが予想されるとは言えないから。（3年前に比べて2年前は減っている）,3,はい,サンプルが少なすぎるが、この差があれば、その傾向があると判断していいと思う。,2,0,1,0,0,0,1,50,5,47,知らなかった,知らなかった,知らなかった,38,男,大学(学部)
クラウドワークス,aruru002,1446,はい,喫煙している人の方が有害物質を多く取り込んでいるので肺疾患になる確率はやはり高くなると思います。非喫煙者でも喫煙者の副流煙などで増加している人もいるかと思います。,0,賛成,このグラフ通りに遊ぶ時間が長くなるにつれて暴力経験が増加するのならば賛成です。,1,賛成,交通量や河川の汚染状況の増加は人口が増えている証だと思うので都市化が進んでいると思いました。,1,賛成,過去よりも現在の方が出生数が少なく死亡率が上がっているので十分な子供の数がいないという主張は正しいと思いました。,1,反対,確かに去年よりかは上がっていますが、2000年からの平均をみるとそこまで変化はないように思うので、現状のパトロールの?数でもいいのではと思いました。,2,はい,家にずっといるよりも外出をして日光を浴びたりすることは皮膚の免疫作用を高めるのではと思いました。,0,1,1,1,1,0,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,33,男,高等学校
クラウドワークス,michikawa34,659,いいえ,喫煙に関係なく疾患のあるなしが3対2だから,4,賛成,ゲーム時間が増えるほど暴力経験の割合も増えるから,1,賛成,河川の汚れと走行数がどちらも増えているから,1,反対,出生数は減っていますが、最近はわずかな減り方です。,2,反対,犯罪数は増えたり減ったりしているから,2,はい,活動的な生活の方がアレルギーなしが多い,1,0,1,1,0,0,1,50,5,47,知らなかった,知らなかった,答えを知っていた,59,女,大学(学部)
